Sample,SampleTime,V1/X/E,V2/Y/N,V3/Z/U,Amp1,Amp2,Amp3,Corr1,Corr2,Corr3,SNR1,SNR2,SNR3,MeanSNR,Speed,Direction,MeanVel,MeanAmp,MeanCorr
11707,5/3/2021 1:25:35 PM,38.69000,20.17000,0.11000,40.00000,38.00000,40.00000,63.00000,84.00000,67.00000,5.59000,5.16000,5.59000,5.44667,43.63193,62.46592,19.65667,39.33333,71.33333
11708,5/3/2021 1:25:35 PM,37.94000,19.49000,0.67000,39.00000,36.00000,37.00000,57.00000,79.00000,55.00000,5.16000,4.30000,4.30000,4.58667,42.65330,62.81017,19.36667,37.33333,63.66667
11709,5/3/2021 1:25:35 PM,38.95000,19.66000,0.10000,43.00000,41.00000,44.00000,65.00000,85.00000,74.00000,6.88000,6.45000,7.31000,6.88000,43.63047,63.21765,19.57000,42.66667,74.66667
11710,5/3/2021 1:25:35 PM,38.72000,19.65000,0.30000,33.00000,32.00000,36.00000,48.00000,85.00000,57.00000,2.58000,2.58000,3.87000,3.01000,43.42074,63.09268,19.55667,33.66667,63.33333
11711,5/3/2021 1:25:35 PM,35.52000,18.93000,0.15000,34.00000,35.00000,35.00000,63.00000,84.00000,65.00000,3.01000,3.87000,3.44000,3.44000,40.24941,61.94510,18.20000,34.66667,70.66667
11712,5/3/2021 1:25:35 PM,37.15000,19.85000,0.11000,33.00000,33.00000,37.00000,42.00000,80.00000,76.00000,2.58000,3.01000,4.30000,3.29667,42.12060,61.88350,19.03667,34.33333,66.00000
11713,5/3/2021 1:25:36 PM,36.39000,15.94000,0.49000,48.00000,41.00000,44.00000,71.00000,87.00000,53.00000,9.03000,6.45000,7.31000,7.59667,39.72802,66.34502,17.60667,44.33333,70.33333
11714,5/3/2021 1:25:36 PM,36.67000,18.90000,0.12000,38.00000,37.00000,39.00000,68.00000,87.00000,60.00000,4.73000,4.73000,5.16000,4.87333,41.25408,62.73307,18.56333,38.00000,71.66667
11715,5/3/2021 1:25:36 PM,39.01000,19.99000,0.01000,47.00000,49.00000,48.00000,74.00000,94.00000,77.00000,8.60000,9.89000,9.03000,9.17333,43.83355,62.86791,19.67000,48.00000,81.66667
11716,5/3/2021 1:25:36 PM,39.13000,20.00000,0.07000,58.00000,53.00000,56.00000,85.00000,93.00000,82.00000,13.33000,11.61000,12.47000,12.47000,43.94493,62.92766,19.73333,55.66667,86.66667
11717,5/3/2021 1:25:36 PM,35.07000,17.45000,0.36000,34.00000,31.00000,32.00000,47.00000,81.00000,53.00000,3.01000,2.15000,2.15000,2.43667,39.17151,63.54615,17.62667,32.33333,60.33333
11718,5/3/2021 1:25:36 PM,24.26000,2.58000,1.62000,30.00000,27.00000,30.00000,26.00000,55.00000,24.00000,1.29000,0.43000,1.29000,1.00333,24.39680,83.92953,9.48667,29.00000,35.00000
11719,5/3/2021 1:25:36 PM,37.12000,19.28000,0.21000,36.00000,36.00000,39.00000,57.00000,84.00000,70.00000,3.87000,4.30000,5.16000,4.44333,41.82837,62.55279,18.87000,37.00000,70.33333
11720,5/3/2021 1:25:36 PM,38.63000,19.74000,0.16000,49.00000,47.00000,51.00000,74.00000,91.00000,88.00000,9.46000,9.03000,10.32000,9.60333,43.38138,62.93288,19.51000,49.00000,84.33333
11721,5/3/2021 1:25:36 PM,39.21000,19.28000,0.20000,35.00000,34.00000,37.00000,62.00000,77.00000,61.00000,3.44000,3.44000,4.30000,3.72667,43.69374,63.81613,19.56333,35.33333,66.66667
11722,5/3/2021 1:25:36 PM,38.82000,19.19000,0.07000,42.00000,39.00000,38.00000,77.00000,90.00000,66.00000,6.45000,5.59000,4.73000,5.59000,43.30414,63.69530,19.36000,39.66667,77.66667
11723,5/3/2021 1:25:36 PM,38.98000,17.85000,0.29000,42.00000,39.00000,44.00000,76.00000,89.00000,70.00000,6.45000,5.59000,7.31000,6.45000,42.87264,65.39567,19.04000,41.66667,78.33333
11724,5/3/2021 1:25:36 PM,38.52000,21.28000,-0.02000,43.00000,45.00000,42.00000,71.00000,86.00000,69.00000,6.88000,8.17000,6.45000,7.16667,44.00714,61.08197,19.92667,43.33333,75.33333
11725,5/3/2021 1:25:36 PM,40.22000,19.13000,0.19000,47.00000,45.00000,42.00000,63.00000,85.00000,70.00000,8.60000,8.17000,6.45000,7.74000,44.53769,64.56265,19.84667,44.66667,72.66667
11726,5/3/2021 1:25:36 PM,40.08000,19.59000,0.09000,50.00000,45.00000,47.00000,80.00000,92.00000,72.00000,9.89000,8.17000,8.60000,8.88667,44.61137,63.95189,19.92000,47.33333,81.33333
11727,5/3/2021 1:25:36 PM,39.14000,16.08000,0.80000,31.00000,31.00000,32.00000,39.00000,71.00000,50.00000,1.72000,2.15000,2.15000,2.00667,42.31437,67.66553,18.67333,31.33333,53.33333
11728,5/3/2021 1:25:36 PM,37.17000,18.65000,-0.31000,38.00000,34.00000,39.00000,63.00000,83.00000,61.00000,4.73000,3.44000,5.16000,4.44333,41.58643,63.35485,18.50333,37.00000,69.00000
11729,5/3/2021 1:25:36 PM,38.50000,20.98000,-0.18000,43.00000,42.00000,42.00000,70.00000,90.00000,68.00000,6.88000,6.88000,6.45000,6.73667,43.84530,61.41248,19.76667,42.33333,76.00000
11730,5/3/2021 1:25:36 PM,37.87000,18.65000,-0.15000,43.00000,38.00000,44.00000,64.00000,80.00000,68.00000,6.88000,5.16000,7.31000,6.45000,42.21326,63.78094,18.79000,41.66667,70.66667
11731,5/3/2021 1:25:36 PM,37.17000,20.24000,-0.40000,44.00000,39.00000,42.00000,53.00000,84.00000,60.00000,7.31000,5.59000,6.45000,6.45000,42.32336,61.43060,19.00333,41.66667,65.66667
11732,5/3/2021 1:25:36 PM,30.83000,19.93000,-0.54000,30.00000,29.00000,29.00000,31.00000,60.00000,29.00000,1.29000,1.29000,0.86000,1.14667,36.71095,57.11942,16.74000,29.33333,40.00000
11733,5/3/2021 1:25:36 PM,38.30000,19.77000,-0.20000,42.00000,41.00000,48.00000,73.00000,89.00000,77.00000,6.45000,6.45000,9.03000,7.31000,43.10154,62.69776,19.29000,43.66667,79.66667
11734,5/3/2021 1:25:36 PM,37.73000,19.31000,-0.31000,41.00000,40.00000,39.00000,71.00000,86.00000,74.00000,6.02000,6.02000,5.16000,5.73333,42.38430,62.89689,18.91000,40.00000,77.00000
11735,5/3/2021 1:25:36 PM,38.94000,17.73000,-0.18000,47.00000,40.00000,45.00000,71.00000,89.00000,78.00000,8.60000,6.02000,7.74000,7.45333,42.78641,65.51947,18.83000,44.00000,79.33333
11736,5/3/2021 1:25:36 PM,37.69000,17.54000,0.12000,39.00000,34.00000,33.00000,67.00000,86.00000,56.00000,5.16000,3.44000,2.58000,3.72667,41.57148,65.04389,18.45000,35.33333,69.66667
11737,5/3/2021 1:25:36 PM,34.36000,18.66000,-0.12000,33.00000,32.00000,37.00000,34.00000,78.00000,67.00000,2.58000,2.58000,4.30000,3.15333,39.09994,61.49479,17.63333,34.00000,59.66667
11738,5/3/2021 1:25:37 PM,38.71000,19.28000,0.03000,48.00000,43.00000,45.00000,81.00000,90.00000,79.00000,9.03000,7.31000,7.74000,8.02667,43.24561,63.52383,19.34000,45.33333,83.33333
11739,5/3/2021 1:25:37 PM,35.15000,7.69000,1.56000,29.00000,29.00000,29.00000,24.00000,73.00000,43.00000,0.86000,1.29000,0.86000,1.00333,35.98137,77.65945,14.80000,29.00000,46.66667
11740,5/3/2021 1:25:37 PM,39.62000,18.96000,0.44000,41.00000,45.00000,45.00000,71.00000,91.00000,71.00000,6.02000,8.17000,7.74000,7.31000,43.92296,64.42673,19.67333,43.66667,77.66667
11741,5/3/2021 1:25:37 PM,36.64000,19.49000,0.21000,40.00000,38.00000,37.00000,63.00000,86.00000,46.00000,5.59000,5.16000,4.30000,5.01667,41.50120,61.99004,18.78000,38.33333,65.00000
11742,5/3/2021 1:25:37 PM,37.50000,18.02000,0.50000,37.00000,36.00000,39.00000,58.00000,90.00000,75.00000,4.30000,4.30000,5.16000,4.58667,41.60493,64.33416,18.67333,37.33333,74.33333
11743,5/3/2021 1:25:37 PM,37.68000,16.54000,0.63000,30.00000,31.00000,34.00000,34.00000,76.00000,46.00000,1.29000,2.15000,3.01000,2.15000,41.15038,66.30046,18.28333,31.66667,52.00000
11744,5/3/2021 1:25:37 PM,38.38000,16.71000,0.99000,34.00000,30.00000,31.00000,56.00000,76.00000,43.00000,3.01000,1.72000,1.72000,2.15000,41.85987,66.47251,18.69333,31.66667,58.33333
11745,5/3/2021 1:25:37 PM,34.83000,16.67000,0.65000,35.00000,35.00000,30.00000,64.00000,86.00000,32.00000,3.44000,3.87000,1.29000,2.86667,38.61370,64.42374,17.38333,33.33333,60.66667
11746,5/3/2021 1:25:37 PM,38.99000,20.80000,0.33000,41.00000,47.00000,44.00000,56.00000,91.00000,78.00000,6.02000,9.03000,7.31000,7.45333,44.19118,61.92141,20.04000,44.00000,75.00000
11747,5/3/2021 1:25:37 PM,37.85000,19.35000,-0.09000,40.00000,35.00000,37.00000,55.00000,83.00000,59.00000,5.59000,3.87000,4.30000,4.58667,42.50935,62.92259,19.03667,37.33333,65.66667
11748,5/3/2021 1:25:37 PM,33.47000,13.34000,0.77000,33.00000,32.00000,33.00000,31.00000,76.00000,34.00000,2.58000,2.58000,2.58000,2.58000,36.03049,68.26946,15.86000,32.66667,47.00000
11749,5/3/2021 1:25:37 PM,37.00000,19.79000,-0.03000,34.00000,37.00000,39.00000,53.00000,87.00000,67.00000,3.01000,4.73000,5.16000,4.30000,41.96003,61.85924,18.92000,36.66667,69.00000
11750,5/3/2021 1:25:37 PM,38.58000,19.22000,-0.42000,46.00000,42.00000,47.00000,74.00000,86.00000,70.00000,8.17000,6.88000,8.60000,7.88333,43.10249,63.51818,19.12667,45.00000,76.66667
11751,5/3/2021 1:25:37 PM,39.20000,19.24000,-0.04000,39.00000,35.00000,36.00000,65.00000,86.00000,67.00000,5.16000,3.87000,3.87000,4.30000,43.66712,63.85744,19.46667,36.66667,72.66667
11752,5/3/2021 1:25:37 PM,39.42000,19.10000,-0.18000,59.00000,56.00000,57.00000,82.00000,93.00000,75.00000,13.76000,12.90000,12.90000,13.18667,43.80350,64.14862,19.44667,57.33333,83.33333
11753,5/3/2021 1:25:37 PM,38.27000,19.70000,-0.12000,50.00000,43.00000,47.00000,79.00000,88.00000,65.00000,9.89000,7.31000,8.60000,8.60000,43.04280,62.76224,19.28333,46.66667,77.33333
11754,5/3/2021 1:25:37 PM,38.07000,18.42000,0.01000,39.00000,36.00000,38.00000,62.00000,87.00000,71.00000,5.16000,4.30000,4.73000,4.73000,42.29209,64.18019,18.83333,37.66667,73.33333
11755,5/3/2021 1:25:37 PM,38.33000,20.35000,-0.50000,34.00000,34.00000,34.00000,65.00000,78.00000,52.00000,3.01000,3.44000,3.01000,3.15333,43.39714,62.03546,19.39333,34.00000,65.00000
11756,5/3/2021 1:25:37 PM,38.75000,20.66000,-0.02000,35.00000,35.00000,37.00000,64.00000,84.00000,66.00000,3.44000,3.87000,4.30000,3.87000,43.91353,61.93519,19.79667,35.66667,71.33333
11757,5/3/2021 1:25:37 PM,38.76000,19.06000,-0.06000,36.00000,37.00000,39.00000,48.00000,87.00000,77.00000,3.87000,4.73000,5.16000,4.58667,43.19284,63.81462,19.25333,37.33333,70.66667
11758,5/3/2021 1:25:37 PM,39.02000,20.54000,-0.31000,38.00000,39.00000,37.00000,51.00000,85.00000,64.00000,4.73000,5.59000,4.30000,4.87333,44.09594,62.23783,19.75000,38.00000,66.66667
11759,5/3/2021 1:25:37 PM,38.31000,19.13000,-0.31000,42.00000,42.00000,46.00000,72.00000,88.00000,76.00000,6.45000,6.88000,8.17000,7.16667,42.82071,63.46487,19.04333,43.33333,78.66667
11760,5/3/2021 1:25:37 PM,38.07000,18.33000,0.20000,33.00000,35.00000,33.00000,64.00000,87.00000,45.00000,2.58000,3.87000,2.58000,3.01000,42.25297,64.29005,18.86667,33.66667,65.33333
11761,5/3/2021 1:25:37 PM,39.36000,20.39000,0.01000,43.00000,42.00000,42.00000,68.00000,87.00000,67.00000,6.88000,6.88000,6.45000,6.73667,44.32789,62.61410,19.92000,42.33333,74.00000
11762,5/3/2021 1:25:37 PM,38.53000,19.33000,-0.09000,48.00000,44.00000,50.00000,78.00000,89.00000,85.00000,9.03000,7.74000,9.89000,8.88667,43.10696,63.35768,19.25667,47.33333,84.00000
11763,5/3/2021 1:25:38 PM,39.24000,17.90000,0.05000,35.00000,37.00000,33.00000,62.00000,86.00000,45.00000,3.44000,4.73000,2.58000,3.58333,43.12989,65.47908,19.06333,35.00000,64.33333
11764,5/3/2021 1:25:38 PM,36.97000,19.67000,-0.12000,45.00000,45.00000,47.00000,64.00000,91.00000,80.00000,7.74000,8.17000,8.60000,8.17000,41.87708,61.98466,18.84000,45.66667,78.33333
11765,5/3/2021 1:25:38 PM,38.88000,18.22000,0.21000,36.00000,36.00000,37.00000,58.00000,84.00000,51.00000,3.87000,4.30000,4.30000,4.15667,42.93743,64.89121,19.10333,36.33333,64.33333
11766,5/3/2021 1:25:38 PM,36.37000,18.98000,0.09000,33.00000,33.00000,31.00000,57.00000,88.00000,57.00000,2.58000,3.01000,1.72000,2.43667,41.02459,62.44181,18.48000,32.33333,67.33333
11767,5/3/2021 1:25:38 PM,36.98000,19.43000,0.22000,32.00000,32.00000,35.00000,47.00000,75.00000,53.00000,2.15000,2.58000,3.44000,2.72333,41.77374,62.28170,18.87667,33.00000,58.33333
11768,5/3/2021 1:25:38 PM,36.99000,15.99000,0.35000,39.00000,32.00000,35.00000,59.00000,74.00000,39.00000,5.16000,2.58000,3.44000,3.72667,40.29814,66.62219,17.77667,35.33333,57.33333
11769,5/3/2021 1:25:38 PM,39.11000,19.03000,0.19000,42.00000,44.00000,45.00000,81.00000,91.00000,63.00000,6.45000,7.74000,7.74000,7.31000,43.49406,64.05354,19.44333,43.66667,78.33333
11770,5/3/2021 1:25:38 PM,38.50000,20.19000,0.02000,44.00000,42.00000,43.00000,61.00000,89.00000,72.00000,7.31000,6.88000,6.88000,7.02333,43.47282,62.32678,19.57000,43.00000,74.00000
11771,5/3/2021 1:25:38 PM,38.89000,19.31000,-0.06000,46.00000,44.00000,46.00000,62.00000,89.00000,79.00000,8.17000,7.74000,8.17000,8.02667,43.42014,63.59428,19.38000,45.33333,76.66667
11772,5/3/2021 1:25:38 PM,38.40000,19.59000,-0.29000,47.00000,47.00000,51.00000,62.00000,89.00000,65.00000,8.60000,9.03000,10.32000,9.31667,43.10833,62.97132,19.23333,48.33333,72.00000
11773,5/3/2021 1:25:38 PM,38.91000,21.56000,-0.06000,37.00000,33.00000,34.00000,61.00000,83.00000,59.00000,4.30000,3.01000,3.01000,3.44000,44.48395,61.00920,20.13667,34.66667,67.66667
11774,5/3/2021 1:25:38 PM,39.34000,20.19000,-0.12000,53.00000,51.00000,54.00000,77.00000,92.00000,78.00000,11.18000,10.75000,11.61000,11.18000,44.21846,62.83228,19.80333,52.66667,82.33333
11775,5/3/2021 1:25:38 PM,38.49000,20.55000,-0.11000,34.00000,37.00000,40.00000,49.00000,85.00000,61.00000,3.01000,4.73000,5.59000,4.44333,43.63236,61.90202,19.64333,37.00000,65.00000
11776,5/3/2021 1:25:38 PM,38.56000,20.01000,0.03000,37.00000,36.00000,39.00000,72.00000,85.00000,64.00000,4.30000,4.30000,5.16000,4.58667,43.44276,62.57378,19.53333,37.33333,73.66667
11777,5/3/2021 1:25:38 PM,38.61000,20.21000,0.24000,33.00000,32.00000,33.00000,70.00000,82.00000,46.00000,2.58000,2.58000,2.58000,2.58000,43.57954,62.37066,19.68667,32.66667,66.00000
11778,5/3/2021 1:25:38 PM,38.53000,20.67000,-0.04000,39.00000,42.00000,37.00000,76.00000,92.00000,62.00000,5.16000,6.88000,4.30000,5.44667,43.72425,61.78800,19.72000,39.33333,76.66667
11779,5/3/2021 1:25:38 PM,39.57000,19.85000,-0.09000,44.00000,42.00000,40.00000,70.00000,89.00000,65.00000,7.31000,6.88000,5.59000,6.59333,44.26971,63.35970,19.77667,42.00000,74.66667
11780,5/3/2021 1:25:38 PM,39.66000,19.48000,-0.18000,57.00000,49.00000,50.00000,78.00000,90.00000,81.00000,12.90000,9.89000,9.89000,10.89333,44.18581,63.84088,19.65333,52.00000,83.00000
11781,5/3/2021 1:25:38 PM,38.33000,18.31000,0.35000,34.00000,34.00000,31.00000,71.00000,83.00000,47.00000,3.01000,3.44000,1.72000,2.72333,42.47876,64.46649,18.99667,33.00000,67.00000
11782,5/3/2021 1:25:38 PM,37.34000,18.58000,0.19000,38.00000,36.00000,41.00000,52.00000,78.00000,68.00000,4.73000,4.30000,6.02000,5.01667,41.70722,63.54553,18.70333,38.33333,66.00000
11783,5/3/2021 1:25:38 PM,39.33000,20.38000,0.20000,48.00000,44.00000,45.00000,77.00000,92.00000,78.00000,9.03000,7.74000,7.74000,8.17000,44.29665,62.60774,19.97000,45.66667,82.33333
11784,5/3/2021 1:25:38 PM,38.90000,19.79000,0.20000,48.00000,48.00000,46.00000,81.00000,92.00000,75.00000,9.03000,9.46000,8.17000,8.88667,43.64463,63.03572,19.63000,47.33333,82.66667
11785,5/3/2021 1:25:38 PM,39.04000,19.18000,0.11000,52.00000,54.00000,48.00000,83.00000,92.00000,77.00000,10.75000,12.04000,9.03000,10.60667,43.49706,63.83553,19.44333,51.33333,84.00000
11786,5/3/2021 1:25:38 PM,38.27000,19.69000,0.43000,36.00000,33.00000,35.00000,56.00000,82.00000,50.00000,3.87000,3.01000,3.44000,3.44000,43.03823,62.77408,19.46333,34.66667,62.66667
11787,5/3/2021 1:25:38 PM,38.01000,19.24000,0.25000,39.00000,35.00000,39.00000,69.00000,84.00000,51.00000,5.16000,3.87000,5.16000,4.73000,42.60209,63.15226,19.16667,37.66667,68.00000
11788,5/3/2021 1:25:39 PM,39.67000,19.03000,0.13000,46.00000,42.00000,41.00000,71.00000,86.00000,59.00000,8.17000,6.88000,6.02000,7.02333,43.99829,64.37261,19.61000,43.00000,72.00000
11789,5/3/2021 1:25:39 PM,38.16000,19.06000,-0.07000,43.00000,40.00000,42.00000,72.00000,88.00000,66.00000,6.88000,6.02000,6.45000,6.45000,42.65524,63.45898,19.05000,41.66667,75.33333
11790,5/3/2021 1:25:39 PM,38.23000,20.14000,0.43000,34.00000,33.00000,34.00000,56.00000,81.00000,51.00000,3.01000,3.01000,3.01000,3.01000,43.21056,62.21923,19.60000,33.66667,62.66667
11791,5/3/2021 1:25:39 PM,36.96000,18.62000,0.30000,44.00000,41.00000,44.00000,71.00000,88.00000,71.00000,7.31000,6.45000,7.31000,7.02333,41.38534,63.26159,18.62667,43.00000,76.66667
11792,5/3/2021 1:25:39 PM,38.57000,18.55000,0.20000,44.00000,38.00000,43.00000,65.00000,87.00000,69.00000,7.31000,5.16000,6.88000,6.45000,42.79892,64.31506,19.10667,41.66667,73.66667
11793,5/3/2021 1:25:39 PM,39.97000,20.33000,0.05000,42.00000,40.00000,40.00000,69.00000,86.00000,63.00000,6.45000,6.02000,5.59000,6.02000,44.84317,63.04068,20.11667,40.66667,72.66667
11794,5/3/2021 1:25:39 PM,39.27000,19.68000,0.34000,52.00000,46.00000,53.00000,75.00000,92.00000,75.00000,10.75000,8.60000,11.18000,10.17667,43.92534,63.38245,19.76333,50.33333,80.66667
11795,5/3/2021 1:25:39 PM,33.10000,15.95000,0.00000,35.00000,35.00000,33.00000,49.00000,81.00000,27.00000,3.44000,3.87000,2.58000,3.29667,36.74252,64.27183,16.35000,34.33333,52.33333
11796,5/3/2021 1:25:39 PM,39.00000,20.43000,0.06000,45.00000,45.00000,44.00000,63.00000,87.00000,65.00000,7.74000,8.17000,7.31000,7.74000,44.02709,62.35238,19.83000,44.66667,71.66667
11797,5/3/2021 1:25:39 PM,40.14000,19.04000,0.49000,36.00000,41.00000,34.00000,47.00000,86.00000,54.00000,3.87000,6.45000,3.01000,4.44333,44.42681,64.62315,19.89000,37.00000,62.33333
11798,5/3/2021 1:25:39 PM,37.99000,19.71000,0.32000,39.00000,38.00000,39.00000,41.00000,80.00000,40.00000,5.16000,5.16000,5.16000,5.16000,42.79865,62.57878,19.34000,38.66667,53.66667
11799,5/3/2021 1:25:39 PM,39.35000,19.56000,0.11000,53.00000,47.00000,54.00000,76.00000,92.00000,82.00000,11.18000,9.03000,11.61000,10.60667,43.94333,63.56906,19.67333,51.33333,83.33333
11800,5/3/2021 1:25:39 PM,39.70000,20.50000,0.07000,59.00000,53.00000,59.00000,78.00000,91.00000,83.00000,13.76000,11.61000,13.76000,13.04333,44.68042,62.68940,20.09000,57.00000,84.00000
11801,5/3/2021 1:25:39 PM,37.50000,20.11000,0.07000,42.00000,37.00000,43.00000,61.00000,86.00000,81.00000,6.45000,4.73000,6.88000,6.02000,42.55188,61.79682,19.22667,40.66667,76.00000
11802,5/3/2021 1:25:39 PM,7.34000,13.62000,-2.33000,29.00000,28.00000,32.00000,32.00000,51.00000,38.00000,0.86000,0.86000,2.15000,1.29000,15.47191,28.32082,6.21000,29.66667,40.33333
11803,5/3/2021 1:25:39 PM,38.16000,19.43000,0.05000,42.00000,38.00000,39.00000,61.00000,85.00000,66.00000,6.45000,5.16000,5.16000,5.59000,42.82185,63.01608,19.21333,39.66667,70.66667
11804,5/3/2021 1:25:39 PM,39.71000,19.83000,0.02000,51.00000,47.00000,50.00000,74.00000,89.00000,78.00000,10.32000,9.03000,9.89000,9.74667,44.38596,63.46381,19.85333,49.33333,80.33333
11805,5/3/2021 1:25:39 PM,39.19000,19.89000,0.20000,44.00000,42.00000,44.00000,74.00000,91.00000,66.00000,7.31000,6.88000,7.31000,7.16667,43.94847,63.09096,19.76000,43.33333,77.00000
11806,5/3/2021 1:25:39 PM,37.38000,19.29000,0.15000,41.00000,37.00000,38.00000,71.00000,84.00000,48.00000,6.02000,4.73000,4.73000,5.16000,42.06386,62.70394,18.94000,38.66667,67.66667
11807,5/3/2021 1:25:39 PM,38.91000,21.24000,0.03000,34.00000,33.00000,35.00000,48.00000,81.00000,50.00000,3.01000,3.01000,3.44000,3.15333,44.32974,61.37097,20.06000,34.00000,59.66667
11808,5/3/2021 1:25:39 PM,40.03000,19.76000,-0.19000,49.00000,44.00000,50.00000,85.00000,93.00000,81.00000,9.46000,7.74000,9.89000,9.03000,44.64144,63.72768,19.86667,47.66667,86.33333
11809,5/3/2021 1:25:39 PM,37.44000,18.84000,0.12000,41.00000,41.00000,41.00000,48.00000,84.00000,68.00000,6.02000,6.45000,6.02000,6.16333,41.91299,63.28822,18.80000,41.00000,66.66667
11810,5/3/2021 1:25:39 PM,34.27000,11.97000,0.37000,33.00000,31.00000,35.00000,14.00000,63.00000,31.00000,2.58000,2.15000,3.44000,2.72333,36.30033,70.74645,15.53667,33.00000,36.00000
11811,5/3/2021 1:25:39 PM,39.75000,19.99000,-0.13000,39.00000,35.00000,39.00000,68.00000,82.00000,66.00000,5.16000,3.87000,5.16000,4.73000,44.49340,63.30249,19.87000,37.66667,72.00000
11812,5/3/2021 1:25:39 PM,39.32000,19.34000,-0.17000,40.00000,38.00000,40.00000,69.00000,86.00000,53.00000,5.59000,5.16000,5.59000,5.44667,43.81892,63.80920,19.49667,39.33333,69.33333
11813,5/3/2021 1:25:40 PM,40.29000,20.47000,-0.07000,38.00000,38.00000,41.00000,73.00000,77.00000,58.00000,4.73000,5.16000,6.02000,5.30333,45.19187,63.06640,20.23000,39.00000,69.33333
11814,5/3/2021 1:25:40 PM,39.14000,20.75000,0.45000,38.00000,33.00000,39.00000,55.00000,79.00000,69.00000,4.73000,3.01000,5.16000,4.30000,44.30014,62.06978,20.11333,36.66667,67.66667
11815,5/3/2021 1:25:40 PM,39.56000,19.18000,0.28000,41.00000,41.00000,42.00000,73.00000,84.00000,65.00000,6.02000,6.45000,6.45000,6.30667,43.96437,64.13435,19.67333,41.33333,74.00000
11816,5/3/2021 1:25:40 PM,40.32000,20.83000,0.34000,53.00000,43.00000,52.00000,68.00000,90.00000,83.00000,11.18000,7.31000,10.75000,9.74667,45.38272,62.67835,20.49667,49.33333,80.33333
11817,5/3/2021 1:25:40 PM,39.36000,20.08000,0.04000,50.00000,52.00000,52.00000,75.00000,93.00000,76.00000,9.89000,11.18000,10.75000,10.60667,44.18615,62.97102,19.82667,51.33333,81.33333
11818,5/3/2021 1:25:40 PM,30.66000,16.64000,-0.67000,29.00000,31.00000,30.00000,27.00000,69.00000,44.00000,0.86000,2.15000,1.29000,1.43333,34.88446,61.51014,15.54333,30.00000,46.66667
11819,5/3/2021 1:25:40 PM,38.33000,21.79000,-0.31000,37.00000,37.00000,38.00000,60.00000,77.00000,67.00000,4.30000,4.73000,4.73000,4.58667,44.09074,60.38245,19.93667,37.33333,68.00000
11820,5/3/2021 1:25:40 PM,38.13000,20.17000,-0.12000,44.00000,41.00000,46.00000,80.00000,89.00000,65.00000,7.31000,6.45000,8.17000,7.31000,43.13613,62.12206,19.39333,43.66667,78.00000
11821,5/3/2021 1:25:40 PM,38.40000,20.93000,-0.50000,49.00000,44.00000,47.00000,85.00000,88.00000,71.00000,9.46000,7.74000,8.60000,8.60000,43.73357,61.40732,19.61000,46.66667,81.33333
11822,5/3/2021 1:25:40 PM,38.05000,20.03000,-0.17000,36.00000,35.00000,36.00000,68.00000,87.00000,61.00000,3.87000,3.87000,3.87000,3.87000,43.00004,62.23712,19.30333,35.66667,72.00000
11823,5/3/2021 1:25:40 PM,37.83000,20.43000,-0.23000,37.00000,38.00000,35.00000,71.00000,88.00000,76.00000,4.30000,5.16000,3.44000,4.30000,42.99411,61.62884,19.34333,36.66667,78.33333
11824,5/3/2021 1:25:40 PM,38.11000,19.88000,0.00000,42.00000,39.00000,42.00000,70.00000,85.00000,60.00000,6.45000,5.59000,6.45000,6.16333,42.98356,62.45130,19.33000,41.00000,71.66667
11825,5/3/2021 1:25:40 PM,39.28000,20.92000,-0.34000,41.00000,38.00000,40.00000,63.00000,83.00000,68.00000,6.02000,5.16000,5.59000,5.59000,44.50354,61.96084,19.95333,39.66667,71.33333
11826,5/3/2021 1:25:40 PM,19.18000,22.14000,-2.32000,31.00000,31.00000,33.00000,47.00000,63.00000,36.00000,1.72000,2.15000,2.58000,2.15000,29.29252,40.90256,13.00000,31.66667,48.66667
11827,5/3/2021 1:25:40 PM,38.01000,19.62000,0.08000,57.00000,54.00000,58.00000,72.00000,90.00000,78.00000,12.90000,12.04000,13.33000,12.75667,42.77505,62.69812,19.23667,56.33333,80.00000
11828,5/3/2021 1:25:40 PM,39.02000,19.50000,-0.02000,48.00000,43.00000,47.00000,88.00000,92.00000,74.00000,9.03000,7.31000,8.60000,8.31333,43.62121,63.44670,19.50000,46.00000,84.66667
11829,5/3/2021 1:25:40 PM,40.36000,20.67000,-0.37000,37.00000,35.00000,36.00000,65.00000,84.00000,58.00000,4.30000,3.87000,3.87000,4.01333,45.34510,62.88117,20.22000,36.00000,69.00000
11830,5/3/2021 1:25:40 PM,38.99000,19.54000,-0.11000,41.00000,39.00000,46.00000,66.00000,89.00000,74.00000,6.02000,5.59000,8.17000,6.59333,43.61229,63.38207,19.47333,42.00000,76.33333
11831,5/3/2021 1:25:40 PM,40.43000,19.35000,0.17000,36.00000,32.00000,34.00000,57.00000,77.00000,43.00000,3.87000,2.58000,3.01000,3.15333,44.82195,64.42399,19.98333,34.00000,59.00000
11832,5/3/2021 1:25:40 PM,33.97000,19.52000,-0.51000,31.00000,34.00000,32.00000,38.00000,79.00000,16.00000,1.72000,3.44000,2.15000,2.43667,39.17897,60.11726,17.66000,32.33333,44.33333
